"id_album","nome"
"4309","Pop Fun and Christmas Music 2022"
"4310","Weihnachtssongs"
"4311","Christmas time but not Christmas songs 2022"
"4312","pov: you ride on santa's sleigh"
"4313","Best Christmas Music 2022"
"4314","Indie Soul 2"
"4315","Cage The Elephant (Expanded Edition)"
"4316","Top Trending Romania - Vara 2022"
"4317","Best Christmas Songs 2022 | For under the Mistletoe"
"4318","Silent Night"
"4319","(60's) Sixties Collected Volume 2"
"4320","Second Helping (Expanded Edition)"
"4321","The Singles Plus"
"4322","Fiesta temática 60s"
"4323","Machines"
"4324","Xmas Classics 2022"
"4325","It's Christmas, Let's Dance"
"4326","On air 70's Hits"
"4327","60s Christmas Party"
"4328","(70's) Seventies Collected Volume 2"
"4329","I Put A Spell On You"
"4330","Tell Me I'm Pretty"
"4331","Pronounced' Leh-'Nerd 'Skin-'Nerd"
"4332","Ritchie Blackmore's Rainbow"
"4333","Love Stuff"
"4334","Drunk (And I Don't Wanna Go Home)"
"4335","Berry Is On Top"
"4336","Electric Ladyland"
"4337","Slowhand 35th Anniversary"
"4338","Layla And Other Assorted Love Songs (Remastered 2010)"
"4339","Tres Hombres (Expanded 2006 Remaster)"
"4340","Who's Next (Deluxe Edition)"
"4341","Machine Head (Remastered)"
"4342","Tugas Akhir"
"4343","The Rockin' Adventures of Bobby Day"
"4344","Solitude"
"4345","Coming Home (Deluxe)"
"4346","Surrealistic Pillow"
"4347","Rush (Music from the Motion Picture Soundtrack)"
"4348","At Last!"
"4349","Buffalo Springfield"
"4350","Still Got The Blues"
"4351","Steppenwolf"
"4352","Straight Up (Remastered 2010 / Deluxe Edition)"
"4353","The Changcuters Dan Misteri Kalajengking Hitam"
"4354","Fiesta temática 70s"
"4355","A Very 70s Christmas"
"4356","Eric Clapton & Friends: The Breeze - An Appreciation Of JJ Cale"
"4357","Good Thing"
"4358","The Anthology"
"4359","Axis: Bold As Love"
"4360","ROCKISDEAD"
"4361","El Camino"
"4362","City Wolf"
"4363","This Is My World"
"4364","Are You Experienced"
"4365","Ditentukan Untuk Bersama"
"4366","True Genius"
"4367","Agents Of Fortune"
"4368","Stormbringer (Remastered)"
"4369","Jailbreak (Deluxe Edition)"
"4370","Africa Rising Vol.5"
"4371","La Rata Bluesera"
"4372","New Orleans Voodoo Soul"
"4373","Essas Canções de Amor (Não Reclamo)"
"4374","Mencoba Sukses Kembali"
"4375","Tell Mama"
"4376","Let's Stay Together"
"4377","Supernatural (Remastered)"
"4378","Songwriter Pop"
"4379","The House That Dirt Built"
"4380","Big Hitters"
"4381","World on Fire"
"4382","Whitesnake (2018 Remaster)"
"4383","Friend of the Devil"
"4384","Blood Is Rebel"
"4385","Completely Well"
"4386","Blind Melon"
"4387","Deuces Wild"
"4388","St. Louis To Liverpool"
"4389","White Blood Cells"
"4390","Tribal Pop"
"4391","BAD TO THE BONE"
"4392","The Dock of the Bay (Mono)"
"4393","Bottoms Up!"
"4394","Warplanes"
"4395","Wheels Of Fire"
"4396","Blue and Sentimental"
"4397","Undisputed The Album (His Latest)"
"4398","Fire And Water"
"4399","The Best Of Little Anthony & The Imperials"
"4400","Why Me?"
"4401","From The Fires"
"4402","Suit Suit... He He Gadis Sexy"
"4403","Medias Negras"
"4404","Yo estuve ahi"
"4405","Ellas Cantan Asi"
"4406","Por um Monte de Cerveja"
"4407","Presenting Dion And The Belmonts"
"4408","Soul"
"4409","Fallout"
"4410","Aretha Now"
"4411","Come Together"
"4412","Love, Ella"
"4413","Oh the Larceny"
"4414","Released"
"4415","Arrow"
"4416","In the Summertime"
"4417","Orange"
"4418","Peace Love Death Metal"
"4419","Face In The Dark"
"4420","The Complete Ella And Louis On Verve"
"4421","Icky Thump"
"4422","Finish Line"
"4423","Lunatic"
"4424","Songs For The Deaf"
"4425","A Space in Time (Deluxe Version)"
"4426","Texas Flood (Legacy Edition)"
"4427","Deepest Purple: The Very Best of Deep Purple"
"4428","Glory Pop 2"
"4429","Crosby, Stills & Nash"
"4430","My Life"
"4431","Disraeli Gears (Deluxe Edition)"
"4432","Perfect Strangers"
"4433","King Of The Electric Blues"
"4434","No 2"
"4435","Sheba"
"4436","""Forever King"""
"4437","Love Rehab"
"4438","Pierced Arrow"
"4439","Lagi Sedih"
"4440","C'est Si Bon"
"4441","LA DIVINE"
"4442","Hold My Home"
"4443","Far From Home (The Raven)"
"4444","Turn Blue"
"4445","Broadway-Blues-Ballads"
"4446","Emerge"
"4447","Baby"
"4448","Take The World, Vol. 1 - EP"
"4449","In The Army Now"
"4450","461 Ocean Blvd. (Deluxe Edition)"
"4451","Supernatural (Legacy Edition)"
"4452","Try Me"
"4453","Electric Warrior"
"4454","Southern Soul Royalty"
"4455","Eargasm"
"4456","Eliminator"
"4457","Pearl (Legacy Edition)"
"4458","Tujuh"
"4459","Toulouse Street"
"4460","Powerhouse"
"4461","Lacee's Groove"
"4462","Shake Your Money Maker"
"4463","The Big Hip (feat. The Big Hip)"
"4464","Wanna Be with You"
"4465","Down To Earth"
"4466","I Done Lost My Good Thang"
"4467","A Woman Needs A Strong Man"
"4468","Santana's Greatest Hits"
"4469","Down in da Club"
"4470","Brun"
"4471","Love You So"
"4472","Mr. Fantasy"
"4473","Strength"
"4474","How You Like Me Now? (Raffertie Remix)"
"4475","Lowlife"
"4476","No Limits"
"4477","Man or a Monster (feat. Zayde Wølf)"
"4478","Modern Alchemy (Deluxe)"
"4479","Born for This"
"4480","Slow Ride / Save Your Loving (For Me)"
"4481","Luck Of The Draw"
"4482","Indianola Mississippi Seeds"
"4483","Blue Oyster Cult"
"4484","Beat the Devil's Tattoo (Deluxe Version)"
"4485","Only Almarhum Ninja Can Stop My Tamborine"
"4486","Royal Blood"
"4487","Pył"
"4488","Down Home"
"4489","I Can Stand A Little Rain"
"4490","Cheap Thrills"
"4491","Bruce Billups Southern Soul Mix (Re-Loaded)"
"4492","Old Skool Kinda Girl"
"4493","Days Of Future Passed (Deluxe Version)"
"4494","The Hit Maker: 10 Years of Tk Soul"
"4495","Songs People Love the Most, Vol. 1: Deluxe Edition"
"4496","Opex"
"4497","The ZZ Top Sixpack"
"4498","Från himmelen fallen"
"4499","Long Live the King"
"4500","Biomutant Martial Combat The Ultimate Fantasy Playlist"
"4501","The Best of Sir Charles Jones - For Your Love"
"4502","Overwatch 2 The Ultimate Fantasy Playlist"
"4503","Dune 2 - The Complete Fantasy Playlist"
"4504","Synchronic The Ultimate Fantasy Playlist"
"4505","Cosa de Hombres, Vol. 1"
"4506","Necromunda Hired Gun The Ultimate Fantasy Playlist"
"4507","Apex - The Complete Fantasy Playlist"
"4508","The Witcher A New Saga Begins The Ultimate Fantasy Playlist"
"4509","Moonscars The Ultimate Fantasy Playlist"
"4510","Ultimate Santana"
"4511","Rock Island Line"
"4512","Era Vulgaris"
"4513","Sound Elixir"
"4514","Disco Pop"
"4515","The Rising"
"4516","The Original Soundtrack"
"4517","The Joker"
"4518","Ready Set Let's Go"
"4519","Ella And Louis Again"
"4520","Waiting on a Song"
"4521","Black"
"4522","The Battle at Garden’s Gate"
"4523","ON T O P"
"4524","Couldn't Stand The Weather (Legacy Edition)"
"4525","Hits'n'Flips"
"4526","El Rey Leon (Edición Especial)"
"4527","Urban Blues (Expanded Edition)"
"4528","Pastel Blues"
"4529","Good Love!"
"4530","Soulful"
"4531","Head In The Clouds"
"4532","Idlewild South (Deluxe Edition Remastered)"
"4533","Modern Sounds in Country and Western Music, Vols 1 & 2"
"4534","I"
"4535","The Traveling Wilburys, Vol. 1"
"4536","Untouchable"
"4537","My Funny Valentine: The Rodgers And Hart Songbook"
"4538","Straight as a Die (Extended)"
"4539","Another level"
"4540","Taylored In Silk"
"4541","770"
"4542","PISS"
"4543","Unplugged"
"4544","Minoritas"
"4545","Love Machine"
"4546","Inoxidables"
"4547","Shake The Spirit"
"4548","Billie Holiday"
"4549","B.B. King & Friends - 80"
"4550","Ambient Indie"
"4551","As I Am (Expanded Edition)"
"4552","Yoko Oh No"
"4553","New Juke Box Hits"
"4554","Flamingo Serenade"
"4555","EPIX"
"4556","Dark Country 4"
"4557","Abraxas"
"4558","Sure Feels Good: The Best Of Elvin Bishop"
"4559","Death Grip"
"4560","Back On The Streets (Expanded Edition)"
"4561","Social Cues"
"4562","Blow By Blow"
"4563","Sixteen Saltines"
"4564","Climbing!"
"4565","Happy Place (feat. Jasmine Thompson)"
"4566","Swing On"
"4567","Get a Maid"
"4568","Broken Boy Soldiers"
"4569","Best of Donnie Ray"
"4570","Tearing At The Seams (Bonus Tracks)"
"4571","Loyalis"
"4572","The Rhythm and the Blues"
"4573","Bluesbreakers"
"4574","My Side Piece: Original Motion Picture Soundtrack"
"4575","Alma Bajo La Lluvia"
"4576","Mr. Lee: The Best of the Bobbettes"
"4577","Lo Que Ves"
"4578","Mississippi"
"4579","Cruella (Original Motion Picture Soundtrack)"
"4580","Unpeeled"
"4581","Live At Pompeii"
"4582","New Bad Habit"
"4583","Get Behind Me Satan"
"4584","Fox on the Run (from the ""Guardians of the Galaxy 2"" Trailer)"
"4585","Ray Charles (aka: Hallelujah, I Love Her So)"
"4586","Ella Fitzgerald Sings The Irving Berlin Song Book"
"4587","The Captain and Me"
"4588","The House of the Rising Sun: Best of The Animals"
"4589","Sexy Soul Songs"
"4590","Somebody's Cuttin' My Cake"
"4591","Disraeli Gears"
"4592","Love Fest"
"4593","Let the Vultures In"
"4594","The Boots on Song (feat. Omar Cunningham)"
"4595","Visualis"
"4596","Złota Kolekcja"
"4597","The Masterpiece"
"4598","Manal"
"4599","Here Kitty, Kitty!"
"4600","Get to Kno Me"
"4601","PLUR"
"4602","Angelitos Culones"
"4603","The Platinum Collection"
"4604","Gets Next To You"
"4605","On An Island"
"4606","Play with Fire (feat. Yacht Money) [Extended Mix]"
"4607","Ali"
"4608","The Irishman (Original Motion Picture Soundtrack)"
"4609","Sandcastles (ToWonder X Severo Remix)"
"4610","Run For Cover"
"4611","Savages"
"4612","Fire of Unknown Origin"
"4613","Poor Heart"
"4614","Peace And Love"
"4615","Frampton"
"4616","Intrinsik (Deluxe Edition)"
"4617","Tommy"
"4618","Scared Straight"
"4619","Riding with the King"
"4620","Last Man Standing"
"4621","Soul Prescription"
"4622","Higher And Higher"
"4623","How Sweet Is Your Candy"
"4624","Feed the Family"
"4625","Lady Soul (With Bonus Selections)"
"4626","Still Learning 'Bout Love"
"4627","Life After Love"
"4628","Songs For A Tailor"
"4629","Freeze Frame"
"4630","Working with the Feeling"
"4631","Teaser"
"4632","Black Holes"
"4633","Small Faces"
"4634","Sir Charles Jones And Friends"
"4635","Erase You"
"4636","Sound & Color (Deluxe Edition)"
"4637","Bloody Tourists"
"4638","Losing Hold"
"4639","The White Stripes"
"4640","The Glorious Dead"
"4641","20th Century Masters: The Millennium Collection: Best Of The '70s"
"4642","What A Diff'rence A Day Makes! (Expanded Edition)"
"4643","World Gone Mad"
"4644","Just What I Like"
"4645","Drinking Again"
"4646","Keep It Hid"
"4647","Good Spell"
"4648","Eye of the Storm"
"4649","Rising"
"4650","Whatever You Want"
"4651","Rockin' All Over The World"
"4652","Lets Straighten It Out"
"4653","Ms. Jody's in the House"
"4654","Jody Is Back"
"4655","Shades Of A Blue Orphanage"
"4656","Rides Again"
"4657","Top Priority (Remastered 2017)"
"4658","A Mi País"
"4659","Generasi Biru"
"4660","Step N Out"
"4661","Dookoła Wojtka II - Jeszcze w zielone gramy"
"4662","Call 911"
"4663","Rue Ontario"
"4664","Groove City"
"4665","The Fats Domino Jukebox: 20 Greatest Hits The Way You Originally Heard Them"
"4666","Anthology: The Deluxe Collection (Remastered)"
"4667","Sorel Soviet So What"
"4668","I'm Going Down Slow"
"4669","Take A Look"
"4670","Inside Friend (feat. John Mayer)"
"4671","Fifty Shades Darker (Original Motion Picture Soundtrack)"
"4672","2XS"
"4673","Marijuana Breath"
"4674","Pronounced 'Leh-'Nérd 'Skin-'Nérd (Expanded Edition)"
"4675","Anthem Of The Peaceful Army"
"4676","With A Little Help From My Friends"
"4677","Rock 'N Soul"
"4678","Unfinished Business"
"4679","Straight Shooter"
"4680","Ella Sings Gershwin"
"4681","CSN"
"4682","Road To Peace"
"4683","Not Fragile"
"4684","All There Is"
"4685","Classic Soul, Vol. 1"
"4686","Lost Hits Of The 60's"
"4687","Get Married"
"4688","Wall to Wall"
"4689","The Power Is Still On"
"4690","Mississippi Folks"
"4691","A Little Sumpin Sumpin"
"4692","Have ""Louie"" Will Travel"
"4693","Najemnik"
"4694","Binauralis"
"4695","The Complete Imperial Singles"
"4696","I Know Where I've Been (from the Netflix Film ""Luckiest Girl Alive"")"
"4697","Live And Well"
"4698","Horns (StayLoose Remix)"
"4699","Hear Me Out"
"4700","Can You Hear Me"
"4701","Gold-Diggers Sound"
"4702","To Know You Is To Love You"
"4703","Sound & Color"
"4704","Bad Man"
"4705","Forever Man"
"4706","Rory Gallagher (Remastered 2017)"
"4707","Songs The Lord Taught Us"
"4708","What'd I Say"
"4709","Dreamer"
"4710","Fandango! (Expanded 2006 Remaster)"
"4711","Hell To Pay"
"4712","Hell At The House"
"4713","Throw Back Days"
"4714","The War Years (1941-1947)"
"4715","Daylight Again (Deluxe Edition)"
"4716","Unity And Respect"
"4717","Who Are You"
"4718","Mlynarski"
"4719","30 Years Of Funk: 1969-1999 The Anthology"
"4720","Empty Glass"
"4721","Piss and Vinegar"
"4722","Nobody's Fault by Mine"
"4723","Time To Get Loose"
"4724","Galvanizado"
"4725","Music From Big Pink (Remastered)"
"4726","To ja zlodziej"
"4727","Moscato Pizza y Fainá"
"4728","Juke Joint Music"
"4729","Golden Earring Biggest Hits"
"4730","Muzyka Z Talerzyka-Najzdrowsze Kawalki"
"4731","Veinticinco Años"
"4732","Rumble"
"4733","Let The 7Horse Run"
"4734","I'm a Sucker for a Liar in a Red Dress"
"4735","I'm Coming For It"
"4736","Phenomenon (2007 Remaster)"
"4737","Ballads & Blues 1982-1994"
"4738","Saints and Sinners (2013 Remaster)"
"4739","Typhoons"
"4740","Sinnerman: Nina Simone - Hits & Remix version"
"4741","Dark Country 5"
"4742","Fats Domino Swings"
"4743","Aqualung (Special Edition)"
"4744","A Question Of Balance"
"4745","C'qui nous reste du Texas"
"4746","Troubadour"
"4747","Blind Faith"
"4748","You Got to Roll It Slow (Remix)"
"4749","II"
"4750","Carbonas"
"4751","The Very Best of the Olympics"
"4752","I'm the Man You Need"
"4753","32 Premium Quality Cuts 1990-2006"
"4754","Vivre (Parce que - La Collection)"
"4755","Valdivia"
"4756","Every Woman Deserves 2 B Satisfied"
"4757","The Curse Of Hobbes House The Ultimate Fantasy Playlist"
"4758","Love Between Fairy And Devil The Ultimate Fantasy Playlist"
"4759","Chains: The Best of the Cookies"
"4760","East New York The Ultimate Fantasy Playlist"
"4761","Heliborne The Ultimate Fantasy Playlist"
"4762","Treasures Of The Aegean The Ultimate Fantasy Playlist"
"4763","Live in Brussels"
"4764","Remnant From The Ashes The Ultimate Fantasy Playlist"
"4765","Disciples Liberation The Ultimate Fantasy Playlist"
"4766","Quem Foi Que Falou Que Acabou o Rock'N Roll? (Ao Vivo)"
"4767","Move Your Body"
"4768","Castelos & Ruínas"
"4769","Pirate"
"4770","Helipa"
"4771","O Iluminado"
"4772","Expectativas"
"4773","Rico E Bem Novin"
"4774","A Nossa Barraca"
"4775","Sua Presença (Ao Vivo)"
"4776","Night Drive Autumn/Winter 2022/23"
"4777","Sobrevivendo no Inferno"
"4778","Vem Me Buscar (Ao Vivo)"
"4779","Venho a Ti"
"4780","Eu Amo a Tua Glória (Ao Vivo)"
"4781","Até te Encontrar (Ao Vivo)"
"4782","O Que Meu Deus Vai Fazer"
"4783","Acústico Jota Quest"
"4784","Mundo Novo"
"4785","Seu Amor / Diante da Cruz"
"4786","Foi Deus"
"4787","Redentor"
"4788","Da Eternidade"
"4789","Deus do Impossível (Ao Vivo em Mojave Desert)"
"4790","Ressaquinha"
"4791","Chill in Brazil"
"4792","Moska Apresenta Zoombido: Zé Ramalho"
"4793","Misericórdia Infinita"
"4794","Labareda (Ao Vivo)"
"4795","Você Não Imagina"
"4796","Queremos Deus"
"4797","Águas Purificadoras/Oceanos (Ao Vivo)"
"4798","Nelsinho Corrêa ao Vivo"
"4799","Eu Vou Crer em Ti"
"4800","Árvore Cortada"
"4801","Eu Não Sou Mais Órfão (Acústico)"
"4802","Aprender Com a Vida"
"4803","Consagração"
"4804","Todos Os Meus Dias (Ao Vivo)"
"4805","Basta uma Palavra Para Mudar - Trilha Sonora do Filme"
"4806","de volta ao início"
"4807","Só Uma Noite"
"4808","Lamentável, Pt. III"
"4809","CRUPIÊ"
"4810","Tudozaras"
"4811","Mil Faces de um Homem Leal (Marighella)"
"4812","O Céu Se Abre"
"4813","Comunista Elegante"
"4814","Fumaça (Ao Vivo)"
"4815","Luz da Lua"
"4816","Seu Amor Me Persegue (Studio)"
"4817","Aguente, Guerreiro"
"4818","Seja Forte"
"4819","Viver (Mais leve que o ar)"
"4820","Vou Deixar na Cruz"
"4821","Banda Vida Reluz ao Vivo"
"4822","Redenção"
"4823","Tu És Fiel"
"4824","Dose Dupla Frejat"
"4825","Padre Marcelo Rossi Sem Limite"
"4826","Em Teus Braços (Acústico)"
"4827","Cassiane - Gospel Collection Ao Vivo"
"4828","Eu Vou Construir"
"4829","Eu Não Perdi o Controle (Ao Vivo)"
"4830","Diante do Trono (Ao Vivo)"
"4831","Vaso de Barro"
"4832","Jeová Jireh"
"4833","Rap x siempre"
"4834","Teus Sonhos (ao Vivo)"
"4835","Ser Mais do Que Ter (Ao Vivo)"
"4836","De Janeiro a Dezembro"
"4837","Te Quero Mais Que Tudo"
"4838","Pode Dormir Tranquilo"
"4839","Hoje Livre Sou (Ao Vivo)"
"4840","Acústico (Ao Vivo Em São Paulo / 1999)"
"4841","Excelência"
"4842","Reino de Justiça (Ao Vivo)"
"4843","Saudade de casa (Ao Vivo)"
"4844","Disc 1"
"4845","Infinity (Dubdogz & Bhaskar Edit)"
"4846","Bola Outro"
"4847","Us Fracu Num Tem Veiz"
"4848","Bola de Haxixe"
"4849","Rap dos Novos Bandidos"
"4850","O Escudo + Sou Um Milagre (Ao Vivo)"
"4851","Estações"
"4852","Somos Nos a Justica"
"4853","Armada Music - ADE 2022"
"4854","Deus Está Cuidando de Você"
"4855","Deus Não Falhará"
"4856","Só Existe Um Lugar (Ao Vivo)"
"4857","Tomé"
"4858","Sou Teu Deus"
"4859","Aos Pés da Cruz"
"4860","Para Ti Eu Vou (Ao Vivo)"
"4861","Troféu"
"4862","Não Pare"
"4863","Agnus Dei 1993/1994"
"4864","Vivendo a Novidade (Ao Vivo)"
"4865","Outro Na Fornalha (Another In The Fire) [Ao Vivo]"
"4866","Sobrevivi"
"4867","Ilegal"
"4868","Teu Toque (Ao Vivo)"
"4869","Leandro Borges ao Vivo: Parte 2"
"4870","2ª Via"
"4871","Música Tradicional Católica"
"4872","Papas Da Língua"
"4873","Deus Imenso"
"4874","Acústico"
"4875","Adorarei (Ao Vivo)"
"4876","Esperança (Ao Vivo)"
"4877","Terremoto"
"4878","A Arte do Insulto"
"4879","Imaculada (Ao Vivo)"
"4880","Acoustic Som do Monte"
"4881","O Amor Me Escolheu"
"4882","A Arte Do Barulho"
"4883","Sicko Drop"
"4884","O Que Separa os Homens dos Meninos, Vol. 1"
"4885","Joias do Bairro"
"4886","Deixe-Me Ir / Tem Café (Ao Vivo)"
"4887","Nômade VII"
"4888","2%"
"4889","Tempo de Paz"
"4890","Kyoto"
"4891","Amor Pra Recomeçar"
"4892","FLORA DE CONTROLE"
"4893","Bonde da Madrugada pt. 2"
"4894","Sexta-Feira"
"4895","R.U.A 12 Batalha de Vida"
"4896","Vem (Ao Vivo)"
"4897","Quando Te Vejo"
"4898","Abre-Te Sésamo"
"4899","Um Milhão de Anos"
"4900","A Grande Bola Azul"
"4901","Vinde A Mim"
"4902","Histórias Reais Seres Imaginários"
"4903","Vai Ter Vida Aí"
"4904","Tudo Vira Reggae II (Ao Vivo)"
"4905","Foi a Mão de Deus"
"4906","Bis - Raul Seixas"
"4907","Ta Na Boa"
"4908","Minha Alma Anseia por Ti"
"4909","Zé Ramalho (Versão com Faixas Bônus)"
"4910","Seu Amor Me Persegue (Ao Vivo)"
"4911","Rap É Compromisso (Edição Comemorativa)"
"4912","Cores & Valores"
"4913","A Arte De Nando Reis"
"4914","Primeiro Passo"
"4915","Nosso (Ao Vivo)"
"4916","Coração Valente"
"4917","Longe Demais Das Capitais"
"4918","Minha Oração"
"4919","Família (Ao Vivo)"
"4920","Clareou"
"4921","Extraordinário Amor de Deus"
"4922","Goles Perdidos"
"4923","Poetas no Topo 1"
"4924","Gigantes"
"4925","Zero"
"4926","Bonde da Madrugada pt. 1"
"4927","Roteiro pra Aïnouz (Vol. 2)"
"4928","Privê"
"4929","Ágape Musical"
"4930","Tijolo por Tijolo"
"4931","O Senhor É Rei (Live)"
"4932","Luau (Ao Vivo Em São Paulo / 2007)"
"4933","Com os Neurônios Evoluidos"
"4934","Babylon By Gus Vol. 1 - o Ano do Macaco"
"4935","Ao Vivo Em São Paulo"
"4936","Rosa de Saron: Acústico e ao Vivo"
"4937","Parabellum"
"4938","Leoni - Ao Vivo"
"4939","Mais Do Mesmo"
"4940","10 Anos de Louvor"
"4941","Hevo 84"
"4942","Favela Vive"
"4943","Este é o Som da Tua Noiva | Eu Só Quero Te Amar"
"4944","Tempo de Cantar"
"4945","Quando você olhar pra mim"
"4946","Leandro Borges ao Vivo: Parte I"
"4947","Capital Inicial Acústico NYC (Ao Vivo) [Deluxe]"
"4948","Memórias 2 (Ao Vivo)"
"4949","Dez E Deus"
"4950","Nando Reis - Voz e Violão - No Recreio, Vol. 1 (Ao Vivo)"
"4951","Batalhões de Estranhos"
"4952","Palavra, Som e Poder (Deluxe)"
"4953","Descendência"
"4954","Renovo"
"4955","Castelo de Madeira"
"4956","No Mundo da Lua / Abraço"
"4957","Refém"
"4958","João"
"4959","Bom dia Vietnã 2"
"4960","Fome"
"4961","O Cordeiro, o Leão e o Trono - Parte 1 (Ao Vivo)"
"4962","Isaias Saad"
"4963","Canta"
"4964","Assim Caminha A Humanidade"
"4965","Eu Sou Livre"
"4966","Pra Te Contar Os Meus Segredos (Ao Vivo)"
"4967","Tô De Pé (Acústico)"
"4968","Deus, Eu e Meu Violão"
"4969","Celebra a Vitória"
"4970","Dos Barracos de Maderite aos Palácios de Platina"
"4971","Abraça-Me (Paixão Fogo e Glória) [Ao Vivo em BH]"
"4972","Te Desejamos (Ao Vivo)"
"4973","A Invasão do Sagaz Homem Fumaça"
"4974","1985/2007 Sucessos Regravados (Vol. 2)"
"4975","Ele Vem (Ao Vivo)"
"4976","Reino"
"4977","Histórias e Bicicletas"
"4978","Caleidoscópico"
"4979","Comunhão e Adoração 6 (Acústico Ao Vivo)"
"4980","Hora da Vitória"
"4981","Pouca Vogal (Ao Vivo)"
"4982","Abraça-Me / Lindo És / Só Quero Ver Você"
"4983","Céu Na Terra"
"4984","Presente"
"4985","Legião Urbana"
"4986","Incomparável Amor"
"4987","Músicas Para Louvar O Senhor"
"4988","Eu Me Rendo"
"4989","Acústico - Ao Vivo"
"4990","Avante"
"4991","Eu Vejo Deus"
"4992","Beggin' (Remix)"
"4993","3Fs (Ao Vivo)"
"4994","Malvadão 2"
"4995","Acústico 3030"
"4996","Seu Rei"
"4997","STU"
"4998","Mais Amor"
"4999","Música De Guerra - 1ª Missão"
"5000","Infinito Interno"
"5001","Ele É Deus"
"5002","O Processo"
"5003","Furioso Amor"
"5004","Transformação"
"5005","Santifica"
"5006","1000 Trutas 1000 Tretas (Ao Vivo)"
"5007","Bem Perto (Ao Vivo)"
"5008","Mais Que Uma Voz / A Ele a Glória"
"5009","Imagem e Semelhança"
"5010","Mais um Dia (ao Vivo)"
"5011","Maravilhoso"
"5012","Pregador Antigo"
"5013","Com Você ... Meu Mundo Ficaria Completo"
"5014","Tô Na Mão de Deus"
"5015","Fidelidade"
"5016","Pra Todo Mundo Cantar (Ao Vivo)"
"5017","Renascer Praise 13: A Colheita"
"5018","Mais de Mil Razões"
"5019","Reconstrução"
"5020","Estamos de Pé (Ao Vivo)"
"5021","Provérbios 13"
"5022","Epopéia da Poeira Cósmica"
"5023","Seleção De Ouro"
"5024","Ouro Rosé"
"5025","Pogba (Remix)"
"5026","Zodíaco"
"5027","Faz Render"
"5028","Acústico Cancún"
"5029","Aleluia - Diante do Trono 13 (Ao Vivo)"
"5030","Exército da Paz (Peace Army)"
"5031","Santificação"
"5032","Viola em Oração"
"5033","Preciso Confiar"
"5034","Laços"
"5035","Do Caos ao Nirvana"
"5036","Melhor Amigo"
"5037","Onde Está Sua Fé?"
"5038","Respire Fundo (Acústico)"
"5039","Canções para Orar, Vol. 3"
"5040","Senhor da Terra"
"5041","Depois da Guerra"
"5042","Vem Esta é a Hora"
"5043","Salazar (Ao Vivo / Deluxe)"
"5044","Daza"
"5045","Os Planos de Deus (Ao Vivo)"
"5046","Não é Só Isso"
"5047","Projeto no Deserto"
"5048","Meu Herói"
"5049","O Descobrimento Do Brasil"
"5050","Sempre Fiel"
"5051","Vera Loca (Ao Vivo)"
"5052","Legião Urbana 30 Anos"
"5053","Sobre Todas As Forças"
"5054","Vem Cear Comigo"
"5055","Música para Beber e Brigar"
"5056","Pedra Leticia"
"5057","Frevoador (Versão com Faixas Bônus)"
"5058","Galactic Symphony"
"5059","Baila"
"5060","Luau"
"5061","Te Trago pra Perto de Mim"
"5062","Caro Vapor / Vida e Veneno de Don L"
"5063","Essa É a Nossa Música"
"5064","Ainda Bem Que Chegou (Acoustic Version)"
"5065","A Divina Comédia 2"
"5066","Tempo de Colheita"
"5067","Polisenso"
"5068","Longe do Fim"
"5069","Sem Crise"
"5070","Ele Não Desiste de Você (Ao Vivo no Via Show Rio de Janeiro)"
"5071","Apocalipse"
"5072","O Leão"
"5073","Traficando Informação"
"5074","Vida Reluz"
"5075","Despreocupa"
"5076","Nação Zumbi"
"5077","Te Imitarei"
"5078","Poderoso Deus"
"5079","Insular (Ao Vivo)"
"5080","Gospel Hits"
"5081","Top Hits"
"5082","Eterno Dependente"
"5083","Fogo e Glória (Ao Vivo em Curitiba)"
"5084","Ao Monte"
"5085","Balada MTV"
"5086","Favela Vive 2"
"5087","Sede"
"5088","18 Anos Sem Tirar"
"5089","Rompendo em Fé."
"5090","Deus do Secreto."
"5091","Ruby King 7102"
"5092","Dancing"
"5093","Sejam Cheios do Espírito Santo"
"5094","Antes dos Gigantes Chegarem (Vol. 2)"
"5095","Cidade do Pecado"
"5096","Sujeito Homem 2"
"5097","Sunset 1"
"5098","comigo"
"5099","Arcano 19"
"5100","Contra Nós Ninguém Será"
"5101","Questão de Tempo"
"5102","Posfácio"
"5103","Águas Purificadoras - Diante do Trono 3 (Ao Vivo)"
"5104","Ressuscitou (Liturgia)"
"5105","Casa"
"5106","Colo De Deus"
"5107","Não vou duvidar"
"5108","Jardim - Pomar"
"5109","No Mato Sem Cachorro"
"5110","Seco Mas Não Morto"
"5111","(Des) Concerto Ao Vivo"
"5112","#NOFILTER (Ao Vivo)"
"5113","Juntos Em Adoração (Live 2020)"
"5114","Melhor Lugar: Sessão Acústica"
"5115","Santo Espírito (Holy Spirit) (feat. Leonardo Gonçalves) [Ao Vivo]"
"5116","Bom Bom Pai"
"5117","Era Deus (Ao Vivo)"
"5118","Tu És a Fogueira (Ao Vivo)"
"5119","Minha História"
"5120","Guarda Tua Fé (Ao Vivo Em Los Angeles)"
"5121","Toque no Altar (Ao Vivo)"
"5122","Ele Não Mudou"
"5123","Renascer Praise 13 - A Colheita"
"5124","Da Lama Ao Caos"
"5125","Lunação"
"5126","#Somosmaneva"
"5127","Be Someone"
